query,_id,_score,name,symbol,ensembl.gene,notfound,ensembl
ZNF71,58491,20.30397,zinc finger protein 71,ZNF71,ENSG00000197951,False,None
SMIM17,147670,19.300428,small integral membrane protein 17,SMIM17,ENSG00000268182,False,None
ZNF835,90485,20.117346,zinc finger protein 835,ZNF835,ENSG00000127903,False,None
AC006115.1,None,None,None,None,None,True,None
AC007228.2,None,None,None,None,None,True,None
AC006115.3,None,None,None,None,None,True,None
ZIM2-AS1,101929059,26.27205,ZIM2 antisense RNA 1,ZIM2-AS1,ENSG00000286125,False,None
ZIM2,23619,19.919905,zinc finger imprinted 2,ZIM2,ENSG00000269699,False,None
PEG3,5178,19.330486,paternally expressed 3,PEG3,ENSG00000198300,False,None
MIMT1,100073347,26.271364,MER1 repeat containing imprinted transcript 1,MIMT1,ENSG00000268654,False,None
USP29,57663,20.795912,ubiquitin specific peptidase 29,USP29,ENSG00000131864,False,None
ZIM3,114026,21.027576,zinc finger imprinted 3,ZIM3,ENSG00000141946,False,None
DUXA,503835,19.889708,double homeobox A,DUXA,ENSG00000258873,False,None
ZNF264,9422,22.112545,zinc finger protein 264,ZNF264,ENSG00000083844,False,None
AURKC,6795,19.373247,aurora kinase C,AURKC,ENSG00000105146,False,None
ZNF805,390980,21.09605,zinc finger protein 805,ZNF805,ENSG00000204524,False,None
AC005261.3,None,None,None,None,None,True,None
ZNF460-AS1,105372476,27.06384,ZNF460 antisense RNA 1,ZNF460-AS1,ENSG00000267871,False,None
ZNF460,10794,22.158352,zinc finger protein 460,ZNF460,ENSG00000197714,False,None
AC005261.1,None,None,None,None,None,True,None
ZNF543,125919,21.552303,zinc finger protein 543,ZNF543,ENSG00000178229,False,None
AC005261.2,None,None,None,None,None,True,None
ZNF304,57343,19.49082,zinc finger protein 304,ZNF304,ENSG00000131845,False,None
ZNF547,284306,21.954947,zinc finger protein 547,ZNF547,ENSG00000152433,False,None
TRAPPC2B,10597,21.917141,trafficking protein particle complex subunit 2B,TRAPPC2B,ENSG00000256060,False,None
AC003002.1,None,None,None,None,None,True,None
ZNF548,147694,21.609316,zinc finger protein 548,ZNF548,ENSG00000188785,False,None
AC003002.3,None,None,None,None,None,True,None
AC003002.2,None,None,None,None,None,True,None
ZNF17,7565,22.499487,zinc finger protein 17,ZNF17,ENSG00000186272,False,None
ZNF749,388567,22.674213,zinc finger protein 749,ZNF749,ENSG00000186230,False,None
AC004076.1,None,None,None,None,None,True,None
AC004076.2,None,None,None,None,None,True,None
VN1R1,57191,23.777395,vomeronasal 1 receptor 1,VN1R1,ENSG00000178201,False,None
ZNF772,400720,19.830275,zinc finger protein 772,ZNF772,ENSG00000197128,False,None
AC003005.2,None,None,None,None,None,True,None
ZNF419,79744,23.443678,zinc finger protein 419,ZNF419,ENSG00000105136,False,None
AC003005.1,None,None,None,None,None,True,None
ZNF773,374928,21.957138,zinc finger protein 773,ZNF773,ENSG00000152439,False,None
ZNF549,256051,21.77367,zinc finger protein 549,ZNF549,ENSG00000121406,False,None
ZNF550,162972,19.848995,zinc finger protein 550,ZNF550,ENSG00000251369,False,None
ZNF416,55659,21.358988,zinc finger protein 416,ZNF416,ENSG00000083817,False,None
ZIK1,284307,21.466858,zinc finger protein interacting with K protein 1,ZIK1,ENSG00000171649,False,None
ZNF530,348327,22.199892,zinc finger protein 530,ZNF530,ENSG00000183647,False,None
ZNF134,7693,20.455929,zinc finger protein 134,ZNF134,ENSG00000213762,False,None
AC003682.1,None,None,None,None,None,True,None
ZNF211,10520,21.643509,zinc finger protein 211,ZNF211,ENSG00000121417,False,None
ZSCAN4,201516,20.16486,zinc finger and SCAN domain containing 4,ZSCAN4,ENSG00000180532,False,None
ZNF551,90233,21.30964,zinc finger protein 551,ZNF551,ENSG00000204519,False,None
AC003006.1,None,None,None,None,None,True,None
ZNF154,7710,21.80851,zinc finger protein 154,ZNF154,ENSG00000179909,False,None
ZNF671,79891,20.44184,zinc finger protein 671,ZNF671,ENSG00000083814,False,None
ZNF776,284309,22.296339,zinc finger protein 776,ZNF776,ENSG00000152443,False,None
ZNF586,54807,22.554852,zinc finger protein 586,ZNF586,ENSG00000083828,False,None
ZNF552,79818,22.86563,zinc finger protein 552,ZNF552,ENSG00000178935,False,None
AC010522.1,None,None,None,None,None,True,None
ZNF587B,100293516,25.049507,zinc finger protein 587B,ZNF587B,ENSG00000269343,False,None
ZNF814,730051,23.168991,zinc finger protein 814,ZNF814,ENSG00000204514,False,None
ZNF587,84914,24.789862,zinc finger protein 587,ZNF587,ENSG00000198466,False,None
AC010326.2,None,None,None,None,None,True,None
ZNF417,147687,25.046051,zinc finger protein 417,ZNF417,ENSG00000173480,False,None
ZNF418,147686,22.249071,zinc finger protein 418,ZNF418,ENSG00000196724,False,None
ZNF256,10172,21.91933,zinc finger protein 256,ZNF256,ENSG00000152454,False,None
C19orf18,147685,22.672316,chromosome 19 open reading frame 18,C19orf18,ENSG00000177025,False,None
ZNF606,80095,19.414902,zinc finger protein 606,ZNF606,ENSG00000166704,False,None
ZSCAN1,284312,20.928707,zinc finger and SCAN domain containing 1,ZSCAN1,ENSG00000152467,False,None
ZNF135,7694,19.800552,zinc finger protein 135,ZNF135,ENSG00000176293,False,None
ZSCAN18,65982,19.909641,zinc finger and SCAN domain containing 18,ZSCAN18,ENSG00000121413,False,None
ZNF329,79673,19.19659,zinc finger protein 329,ZNF329,ENSG00000181894,False,None
ZNF274,10782,19.360262,zinc finger protein 274,ZNF274,ENSG00000171606,False,None
ZNF544,27300,20.500614,zinc finger protein 544,ZNF544,ENSG00000198131,False,None
AC020915.5,None,None,None,None,None,True,None
AC020915.3,None,None,None,None,None,True,None
ZNF8,7554,19.430265,zinc finger protein 8,ZNF8,ENSG00000278129,False,None
AC020915.1,None,None,None,None,None,True,None
ERVK3-1,105372481,23.546919,endogenous retrovirus group K3 member 1,ERVK3-1,ENSG00000142396,False,None
AC010642.2,None,None,None,None,None,True,None
ZSCAN22,342945,19.603745,zinc finger and SCAN domain containing 22,ZSCAN22,ENSG00000182318,False,None
A1BG,1,19.34461,alpha-1-B glycoprotein,A1BG,ENSG00000121410,False,None
A1BG-AS1,503538,27.065735,A1BG antisense RNA 1,A1BG-AS1,ENSG00000268895,False,None
ZNF497,162968,21.582113,zinc finger protein 497,ZNF497,ENSG00000174586,False,None
AC012313.2,None,None,None,None,None,True,None
AC012313.6,None,None,None,None,None,True,None
ZNF837,116412,20.909824,zinc finger protein 837,ZNF837,ENSG00000152475,False,None
RPS5,6193,16.659904,ribosomal protein S5,RPS5,ENSG00000083845,False,None
RNF225,646862,18.968527,ring finger protein 225,RNF225,ENSG00000269855,False,None
LINC02560,110806301,27.065735,long intergenic non-protein coding RNA 2560,LINC02560,ENSG00000268307,False,None
ZNF584,201514,19.470156,zinc finger protein 584,ZNF584,ENSG00000171574,False,None
AC012313.1,None,None,None,None,None,True,None
AC012313.5,None,None,None,None,None,True,None
ZNF132,7691,19.85612,zinc finger protein 132,ZNF132,ENSG00000131849,False,None
AC012313.8,None,None,None,None,None,True,None
ZNF324B,388569,22.55454,zinc finger protein 324B,ZNF324B,ENSG00000249471,False,None
ZNF324,25799,20.50017,zinc finger protein 324,ZNF324,ENSG00000083812,False,None
ZNF446,55663,19.218878,zinc finger protein 446,ZNF446,ENSG00000083838,False,None
AC012313.7,None,None,None,None,None,True,None
SLC27A5,10998,17.811953,solute carrier family 27 member 5,SLC27A5,ENSG00000083807,False,None
AC012313.9,None,None,None,None,None,True,None
ZBTB45,84878,17.923637,zinc finger and BTB domain containing 45,ZBTB45,ENSG00000119574,False,None
TRIM28,10155,18.430552,tripartite motif containing 28,TRIM28,ENSG00000130726,False,None
CHMP2A,27243,17.705042,charged multivesicular body protein 2A,CHMP2A,ENSG00000130724,False,None
UBE2M,9040,17.80584,ubiquitin conjugating enzyme E2 M,UBE2M,ENSG00000130725,False,None
MZF1-AS1,100131691,27.063152,MZF1 antisense RNA 1,MZF1-AS1,ENSG00000267858,False,None
MZF1,7593,19.37066,myeloid zinc finger 1,MZF1,ENSG00000099326,False,None
AC016629.2,None,None,None,None,None,True,None
SRY,6736,20.65798,sex determining region Y,SRY,ENSG00000184895,False,None
RPS4Y1,6192,23.08425,ribosomal protein S4 Y-linked 1,RPS4Y1,ENSG00000129824,False,None
AC006157.1,None,None,None,None,None,True,None
ZFY,7544,22.672316,zinc finger protein Y-linked,ZFY,ENSG00000067646,False,None
ZFY-AS1,107987337,27.065735,ZFY antisense RNA 1,ZFY-AS1,ENSG00000233070,False,None
LINC00278,100873962,27.059961,long intergenic non-protein coding RNA 278,LINC00278,ENSG00000231535,False,None
TGIF2LY,90655,26.270922,TGFB induced factor homeobox 2 like Y-linked,TGIF2LY,ENSG00000176679,False,None
AC010737.1,None,None,None,None,None,True,None
AC010722.1,None,None,None,None,None,True,None
PCDH11Y,83259,26.271315,protocadherin 11 Y-linked,PCDH11Y,ENSG00000099715,False,None
TSPY2,64591,26.27205,testis specific protein Y-linked 2,TSPY2,ENSG00000168757,False,None
LINC00280,100873964,27.059961,long intergenic non-protein coding RNA 280,LINC00280,ENSG00000229643,False,None
TTTY1B,100101116,27.065735,"testis expressed transcript, Y-linked 1B",TTTY1B,ENSG00000129816,False,None
TTTY2B,ENSG00000212856,26.273949,"testis-specific transcript, Y-linked 2B",TTTY2B,ENSG00000212856,False,None
TTTY21B,100101115,27.065735,"testis expressed transcript, Y-linked 21B",TTTY21B,ENSG00000237563,False,None
TTTY7,246122,27.065735,"testis expressed transcript, Y-linked 7",TTTY7,ENSG00000147753,False,None
TTTY8B,100101118,27.062708,"testis expressed transcript, Y-linked 8B",TTTY8B,ENSG00000185700,False,None
AMELY,266,23.656973,amelogenin Y-linked,AMELY,ENSG00000099721,False,None
TBL1Y,90665,24.374756,transducin beta like 1 Y-linked,TBL1Y,ENSG00000092377,False,None
TTTY16,252948,27.063105,"testis expressed transcript, Y-linked 16",TTTY16,None,False,None
TTTY12,83867,27.063417,"testis expressed transcript, Y-linked 12",TTTY12,ENSG00000237048,False,None
LINC00279,ENSG00000286217,26.271759,long intergenic non-protein coding RNA 279,LINC00279,ENSG00000286217,False,None
TTTY18,ENSG00000233699,26.271364,"testis-specific transcript, Y-linked 18",TTTY18,ENSG00000233699,False,None
TTTY19,252952,27.063105,"testis expressed transcript, Y-linked 19",TTTY19,ENSG00000232419,False,None
TTTY11,ENSG00000180910,26.268175,"testis-specific transcript, Y-linked 11",TTTY11,ENSG00000180910,False,None
TTTY20,252951,27.063417,"testis expressed transcript, Y-linked 20",TTTY20,ENSG00000232808,False,"[{'gene': 'ENSG00000232808'}, {'gene': 'ENSG00000291453'}]"
TSPY4,728395,26.271631,testis specific protein Y-linked 4,TSPY4,ENSG00000291458,False,"[{'gene': 'ENSG00000291458'}, {'gene': 'ENSG00000233803'}]"
TSPY8,728403,27.063152,testis specific protein Y-linked 8,TSPY8,ENSG00000229549,False,"[{'gene': 'ENSG00000229549'}, {'gene': 'ENSG00000291455'}]"
TSPY3,728137,26.271759,testis specific protein Y-linked 3,TSPY3,ENSG00000228927,False,None
FAM197Y5,ENSG00000225516,26.271315,family with sequence similarity 197 Y-linked member 5,FAM197Y5,ENSG00000225516,False,None
TSPY1,7258,25.049929,testis specific protein Y-linked 1,TSPY1,ENSG00000258992,False,None
TSPY10,100289087,27.059961,testis specific protein Y-linked 10,TSPY10,ENSG00000236424,False,None
TTTY8,84673,27.063547,"testis expressed transcript, Y-linked 8",TTTY8,ENSG00000183385,False,None
TTTY7B,100101120,27.065735,"testis expressed transcript, Y-linked 7B",TTTY7B,ENSG00000147761,False,None
TTTY21,252953,27.065735,"testis expressed transcript, Y-linked 21",TTTY21,ENSG00000228890,False,None
TTTY2,ENSG00000212855,26.273949,"testis-specific transcript, Y-linked 2",TTTY2,ENSG00000212855,False,None
TTTY1,50858,27.065735,"testis expressed transcript, Y-linked 1",TTTY1,ENSG00000129845,False,None
TTTY22,252954,27.065735,"testis expressed transcript, Y-linked 22",TTTY22,ENSG00000224075,False,None
AC010891.1,None,None,None,None,None,True,None
TTTY23,252955,27.063152,"testis expressed transcript, Y-linked 23",TTTY23,ENSG00000239225,False,None
TTTY15,64595,26.271759,"testis expressed transcript, Y-linked 15",TTTY15,None,False,None
USP9Y,8287,23.010319,ubiquitin specific peptidase 9 Y-linked,USP9Y,ENSG00000114374,False,None
DDX3Y,8653,22.672022,DEAD-box helicase 3 Y-linked,DDX3Y,ENSG00000067048,False,None
UTY,7404,22.932905,"ubiquitously transcribed tetratricopeptide repeat containing, Y-linked",UTY,ENSG00000183878,False,None
TMSB4Y,9087,23.00673,thymosin beta 4 Y-linked,TMSB4Y,ENSG00000154620,False,None
VCY,9084,27.063105,variable charge Y-linked,VCY,ENSG00000129864,False,None
VCY1B,353513,27.063417,variable charge Y-linked 1B,VCY1B,ENSG00000129862,False,None
AC010723.1,None,None,None,None,None,True,None
NLGN4Y,22829,22.936787,neuroligin 4 Y-linked,NLGN4Y,ENSG00000165246,False,None
NLGN4Y-AS1,100874056,27.063152,NLGN4Y antisense RNA 1,NLGN4Y-AS1,ENSG00000228787,False,None
FAM41AY1,ENSG00000224989,26.270922,"family with sequence similarity 41 member A, Y-linked 1",FAM41AY1,ENSG00000224989,False,None
FAM224B,ENSG00000230663,26.270922,family with sequence similarity 224 member B,FAM224B,ENSG00000230663,False,None
CDY2B,203611,27.063105,chromodomain Y-linked 2B,CDY2B,ENSG00000129873,False,None
CDY2A,9426,27.065735,chromodomain Y-linked 2A,CDY2A,ENSG00000182415,False,None
FAM224A,ENSG00000233522,26.273949,family with sequence similarity 224 member A,FAM224A,ENSG00000233522,False,None
FAM41AY2,ENSG00000290726,26.273949,"family with sequence similarity 41 member A, Y-linked 2",FAM41AY2,ENSG00000290726,False,None
AC022486.1,None,None,None,None,None,True,None
HSFY1,86614,25.752413,heat shock transcription factor Y-linked 1,HSFY1,ENSG00000172468,False,None
TTTY9B,425057,27.063105,"testis expressed transcript, Y-linked 9B",TTTY9B,ENSG00000131007,False,None
HSFY2,159119,24.568762,heat shock transcription factor Y-linked 2,HSFY2,ENSG00000169953,False,None
TTTY14,83869,26.271631,"testis expressed transcript, Y-linked 14",TTTY14,ENSG00000176728,False,None
AC010889.1,None,None,None,None,None,True,None
KDM5D,8284,21.844479,lysine demethylase 5D,KDM5D,ENSG00000012817,False,None
TTTY10,246119,27.065735,"testis expressed transcript, Y-linked 10",TTTY10,ENSG00000229236,False,None
EIF1AY,9086,22.674213,eukaryotic translation initiation factor 1A Y-linked,EIF1AY,ENSG00000198692,False,None
RPS4Y2,140032,24.04377,ribosomal protein S4 Y-linked 2,RPS4Y2,ENSG00000280969,False,None
AC007876.1,None,None,None,None,None,True,None
PRORY,ENSG00000183146,25.360682,PRORY Y-linked lncRNA,PRORY,ENSG00000183146,False,None
RBMY1B,378948,27.065735,RNA binding motif protein Y-linked family 1 member B,RBMY1B,ENSG00000242875,False,None
RBMY1A1,5940,27.065735,RNA binding motif protein Y-linked family 1 member A1,RBMY1A1,ENSG00000234414,False,None
TTTY13,83868,27.065735,"testis expressed transcript, Y-linked 13",TTTY13,ENSG00000184991,False,None
RBMY1D,378949,27.065735,RNA binding motif protein Y-linked family 1 member D,RBMY1D,ENSG00000244395,False,None
RBMY1E,378950,27.063105,RNA binding motif protein Y-linked family 1 member E,RBMY1E,ENSG00000242389,False,None
PRY2,442862,24.790571,PTPN13 like Y-linked 2,PRY2,ENSG00000169807,False,None
AC007359.1,None,None,None,None,None,True,None
TTTY6B,441543,27.063152,"testis expressed transcript, Y-linked 6B",TTTY6B,ENSG00000131548,False,None
RBMY1F,159163,27.063547,RNA binding motif protein Y-linked family 1 member F,RBMY1F,ENSG00000169800,False,None
TTTY5,83863,27.063547,"testis expressed transcript, Y-linked 5",TTTY5,ENSG00000215560,False,None
RBMY1J,378951,26.27205,RNA binding motif protein Y-linked family 1 member J,RBMY1J,ENSG00000226941,False,None
AC008175.1,None,None,None,None,None,True,None
TTTY6,84672,27.063152,"testis expressed transcript, Y-linked 6",TTTY6,ENSG00000131538,False,None
PRY,9081,26.271364,PTPN13 like Y-linked,PRY,ENSG00000169789,False,None
TTTY17A,252949,27.062708,"testis expressed transcript, Y-linked 17A",TTTY17A,ENSG00000228240,False,None
TTTY4,114761,27.059961,"testis expressed transcript, Y-linked 4",TTTY4,ENSG00000226906,False,None
BPY2,9083,27.06384,basic charge Y-linked 2,BPY2,ENSG00000183753,False,None
DAZ1,1617,25.36287,deleted in azoospermia 1,DAZ1,ENSG00000188120,False,None
DAZ2,57055,25.36287,deleted in azoospermia 2,DAZ2,ENSG00000205944,False,None
TTTY3B,474148,27.065735,"testis expressed transcript, Y-linked 3B",TTTY3B,ENSG00000280961,False,None
CDY1B,253175,27.065735,chromodomain Y-linked 1B,CDY1B,ENSG00000172352,False,None
TTTY17B,474151,27.065735,"testis expressed transcript, Y-linked 17B",TTTY17B,ENSG00000227439,False,None
TTTY4B,474149,27.065735,"testis expressed transcript, Y-linked 4B",TTTY4B,ENSG00000235412,False,None
BPY2B,442867,27.065735,basic charge Y-linked 2B,BPY2B,ENSG00000183795,False,None
DAZ3,57054,25.752413,deleted in azoospermia 3,DAZ3,ENSG00000187191,False,None
DAZ4,57135,27.063105,deleted in azoospermia 4,DAZ4,ENSG00000205916,False,None
BPY2C,442868,27.065735,basic charge Y-linked 2C,BPY2C,ENSG00000185894,False,None
TTTY4C,474150,27.065735,"testis expressed transcript, Y-linked 4C",TTTY4C,ENSG00000228296,False,None
TTTY17C,ENSG00000223641,26.273949,"testis-specific transcript, Y-linked 17C",TTTY17C,ENSG00000223641,False,None
LINC00266-4P,None,None,None,None,None,True,None
CDY1,9085,26.273949,chromodomain Y-linked 1,CDY1,ENSG00000172288,False,None
TTTY3,114760,27.062708,"testis expressed transcript, Y-linked 3",TTTY3,ENSG00000231141,False,None
CU104787.1,None,None,None,None,None,True,None
AP000542.3,None,None,None,None,None,True,None
AP000542.2,None,None,None,None,None,True,None
OR11H1,81061,27.063547,olfactory receptor family 11 subfamily H member 1,OR11H1,ENSG00000130538,False,None
AP000534.1,None,None,None,None,None,True,None
AP000532.2,None,None,None,None,None,True,None
POTEH,23784,26.271631,POTE ankyrin domain family member H,POTEH,ENSG00000198062,False,None
POTEH-AS1,ENSG00000236666,26.271759,POTEH antisense RNA 1,POTEH-AS1,ENSG00000236666,False,None
AP000527.1,None,None,None,None,None,True,None
AC145543.1,None,None,None,None,None,True,None
AP000547.2,None,None,None,None,None,True,None
CCT8L2,150160,19.148851,chaperonin containing TCP1 subunit 8 like 2,CCT8L2,ENSG00000198445,False,None
AP000547.3,None,None,None,None,None,True,None
AP000365.1,None,None,None,None,None,True,None
LINC01665,101929350,27.063105,long intergenic non-protein coding RNA 1665,LINC01665,ENSG00000235343,False,None
XKR3,150165,22.203352,XK related 3,XKR3,ENSG00000172967,False,None
AC007064.2,None,None,None,None,None,True,None
IGKV1OR22-5,ENSG00000230481,8.474634,immunoglobulin kappa variable 1/OR22-5 (pseudogene),IGKV1OR22-5,ENSG00000230481,False,None
IGKV2OR22-4,ENSG00000253691,8.474491,immunoglobulin kappa variable 2/OR22-4 (pseudogene),IGKV2OR22-4,ENSG00000253691,False,None
IGKV2OR22-3,ENSG00000253460,8.474618,immunoglobulin kappa variable 2/OR22-3 (pseudogene),IGKV2OR22-3,ENSG00000253460,False,None
IGKV3OR22-2,3527,8.729906,immunoglobulin kappa variable 3/OR22-2 (pseudogene),IGKV3OR22-2,ENSG00000254264,False,None
IGKV1OR22-1,ENSG00000253481,8.474491,immunoglobulin kappa variable 1/OR22-1 (pseudogene),IGKV1OR22-1,ENSG00000253481,False,None
GAB4,128954,22.551395,GRB2 associated binding protein family member 4,GAB4,ENSG00000215568,False,None
AC006946.2,None,None,None,None,None,True,None
AC006946.3,None,None,None,None,None,True,None
IL17RA,23765,18.221163,interleukin 17 receptor A,IL17RA,ENSG00000177663,False,None
TMEM121B,27439,17.792591,transmembrane protein 121B,TMEM121B,ENSG00000183307,False,None
LINC01664,100996342,27.059961,long intergenic non-protein coding RNA 1664,LINC01664,ENSG00000235478,False,None
HDHD5,27440,17.646479,haloacid dehalogenase like hydrolase domain containing 5,HDHD5,ENSG00000069998,False,None
HDHD5-AS1,100130717,27.065735,HDHD5 antisense RNA 1,HDHD5-AS1,ENSG00000185837,False,None
ADA2,51816,18.213875,adenosine deaminase 2,ADA2,ENSG00000093072,False,None
CECR3,27442,27.063417,"cat eye syndrome chromosome region, candidate 3",CECR3,ENSG00000241832,False,None
CECR2,27443,20.413136,CECR2 histone acetyl-lysine reader,CECR2,ENSG00000099954,False,None
SLC25A18,83733,18.09535,solute carrier family 25 member 18,SLC25A18,ENSG00000182902,False,None
AC007666.1,None,None,None,None,None,True,None
ATP6V1E1,529,18.25522,ATPase H+ transporting V1 subunit E1,ATP6V1E1,ENSG00000131100,False,None
BCL2L13,23786,17.586391,BCL2 like 13,BCL2L13,ENSG00000099968,False,None
BID,637,18.316961,BH3 interacting domain death agonist,BID,ENSG00000015475,False,None
LINC00528,200298,27.06384,long intergenic non-protein coding RNA 528,LINC00528,ENSG00000269220,False,None
MICAL3,57553,18.231522,"microtubule associated monooxygenase, calponin and LIM domain containing 3",MICAL3,ENSG00000243156,False,None
LINC01634,100192420,27.065735,long intergenic non-protein coding RNA 1634,LINC01634,ENSG00000235295,False,None
AC016027.1,None,None,None,None,None,True,None
PEX26,55670,17.604038,peroxisomal biogenesis factor 26,PEX26,ENSG00000215193,False,None
TUBA8,51807,18.668062,tubulin alpha 8,TUBA8,ENSG00000183785,False,None
AC008079.2,None,None,None,None,None,True,None
USP18,11274,17.748743,ubiquitin specific peptidase 18,USP18,ENSG00000184979,False,None
AC008079.1,None,None,None,None,None,True,None
LINC01660,None,None,None,None,None,True,None
AC011718.1,None,None,None,None,None,True,None
FAM230A,653203,27.062708,family with sequence similarity 230 member A,FAM230A,ENSG00000277870,False,None
AC023490.1,None,None,None,None,None,True,None
AC023490.3,None,None,None,None,None,True,None
GGTLC3,728226,27.063152,gamma-glutamyltransferase light chain family member 3,GGTLC3,ENSG00000274252,False,None
