query,_id,_score,name,symbol,ensembl.gene,entrezgene,notfound,ensembl
LINC02300,ENSG00000258175,26.27205,long intergenic non-protein coding RNA 2300,LINC02300,ENSG00000258175,,,
LINC02300,105370422,26.27205,long intergenic non-protein coding RNA 2300,LINC02300,,105370422,,
FOXG1-AS1,ENSG00000257126,26.27205,FOXG1 antisense RNA 1,FOXG1-AS1,ENSG00000257126,,,
FOXG1-AS1,103695363,26.27205,FOXG1 antisense RNA 1,FOXG1-AS1,,103695363,,
FOXG1,2290,18.203762,forkhead box G1,FOXG1,ENSG00000176165,2290,,
LINC01551,387978,27.063417,long intergenic non-protein coding RNA 1551,LINC01551,ENSG00000186960,387978,,
LINC02282,105370424,27.063547,long intergenic non-protein coding RNA 2282,LINC02282,ENSG00000257056,105370424,,
LINC02281,105370423,27.063152,long intergenic non-protein coding RNA 2281,LINC02281,ENSG00000257748,105370423,,
AL049777.1,,,,,,,True,
LINC02327,102724917,27.063105,long intergenic non-protein coding RNA 2327,LINC02327,ENSG00000258038,102724917,,
AL138974.1,,,,,,,True,
LINC02326,ENSG00000257523,26.271631,long intergenic non-protein coding RNA 2326,LINC02326,ENSG00000257523,,,
LINC02326,105370425,26.271631,long intergenic non-protein coding RNA 2326,LINC02326,,105370425,,
AL158058.1,,,,,,,True,
PRKD1,5587,17.597433,protein kinase D1,PRKD1,ENSG00000184304,5587,,
AL356756.1,,,,,,,True,
AL133372.3,,,,,,,True,
AL133372.2,,,,,,,True,
G2E3-AS1,105370431,27.059961,G2E3 antisense RNA 1,G2E3-AS1,ENSG00000257636,105370431,,
G2E3,55632,17.598585,G2/M-phase specific E3 ubiquitin protein ligase,G2E3,ENSG00000092140,55632,,
SCFD1,23256,17.544674,sec1 family domain containing 1,SCFD1,ENSG00000092108,23256,,
AL121852.1,,,,,,,True,
COCH,1690,17.572054,cochlin,COCH,ENSG00000100473,1690,,
AL049830.3,,,,,,,True,
STRN3,29966,17.565674,striatin 3,STRN3,ENSG00000196792,29966,,
AP4S1,11154,17.532204,adaptor related protein complex 4 subunit sigma 1,AP4S1,ENSG00000100478,11154,,
HECTD1,25831,17.556973,HECT domain E3 ubiquitin protein ligase 1,HECTD1,ENSG00000092148,25831,,
AL136418.1,,,,,,,True,
HEATR5A,25938,17.70858,HEAT repeat containing 5A,HEATR5A,ENSG00000129493,25938,,
AL139353.1,,,,,,,True,
AL139353.2,,,,,,,True,
DTD2,112487,17.617163,D-aminoacyl-tRNA deacylase 2,DTD2,ENSG00000129480,112487,,
GPR33,2856,19.186892,G protein-coupled receptor 33,GPR33,ENSG00000214943,2856,,
NUBPL,80224,17.551807,"NUBP iron-sulfur cluster assembly factor, mitochondrial",NUBPL,ENSG00000151413,80224,,
AL163973.3,,,,,,,True,
AL163973.2,,,,,,,True,
AL355112.1,,,,,,,True,
LINC02313,105370439,27.06384,long intergenic non-protein coding RNA 2313,LINC02313,ENSG00000258474,105370439,,
AL352984.1,,,,,,,True,
ARHGAP5-AS1,ENSG00000258655,26.268175,ARHGAP5 antisense RNA 1 (head to head),ARHGAP5-AS1,ENSG00000258655,,,
ARHGAP5-AS1,84837,26.268175,ARHGAP5 antisense RNA 1 (head to head),ARHGAP5-AS1,,84837,,
ARHGAP5,394,17.57019,Rho GTPase activating protein 5,ARHGAP5,ENSG00000100852,394,,
AKAP6,9472,17.680283,A-kinase anchoring protein 6,AKAP6,ENSG00000151320,9472,,
AL136298.1,,,,,,,True,
NPAS3,64067,17.923445,neuronal PAS domain protein 3,NPAS3,ENSG00000151322,64067,,
EGLN3,112399,17.726797,egl-9 family hypoxia inducible factor 3,EGLN3,ENSG00000129521,112399,,
EGLN3-AS1,ENSG00000258897,26.273949,EGLN3 antisense RNA 1,EGLN3-AS1,ENSG00000258897,,,
EGLN3-AS1,105370445,26.273949,EGLN3 antisense RNA 1,EGLN3-AS1,,105370445,,
SPTSSA,171546,17.778265,serine palmitoyltransferase small subunit A,SPTSSA,ENSG00000165389,171546,,
EAPP,55837,17.610594,E2F associated phosphoprotein,EAPP,ENSG00000129518,55837,,
AL445363.1,,,,,,,True,
AL445363.2,,,,,,,True,
SNX6,58533,17.599422,sorting nexin 6,SNX6,ENSG00000129515,58533,,
CFL2,1073,17.65129,cofilin 2,CFL2,ENSG00000165410,1073,,
BAZ1A,11177,17.54316,bromodomain adjacent to zinc finger domain 1A,BAZ1A,ENSG00000198604,11177,,
AL121603.2,,,,,,,True,
SRP54,6729,17.644157,signal recognition particle 54,SRP54,ENSG00000100883,6729,,
FAM177A1,283635,17.85715,family with sequence similarity 177 member A1,FAM177A1,ENSG00000151327,283635,,
PPP2R3C,55012,17.549574,protein phosphatase 2 regulatory subunit B''gamma,PPP2R3C,ENSG00000092020,55012,,
KIAA0391,9692,16.738073,protein only RNase P catalytic subunit,PRORP,ENSG00000100890,9692,,
AL121594.1,,,,,,,True,
PSMA6,5687,18.100716,proteasome 20S subunit alpha 6,PSMA6,ENSG00000100902,5687,,
AL133163.2,,,,,,,True,
NFKBIA,4792,18.241558,NFKB inhibitor alpha,NFKBIA,ENSG00000100906,4792,,
AL133163.3,,,,,,,True,
INSM2,84684,18.150251,INSM transcriptional repressor 2,INSM2,ENSG00000168348,84684,,
RALGAPA1,253959,17.541363,Ral GTPase activating protein catalytic subunit alpha 1,RALGAPA1,ENSG00000174373,253959,,
AL162311.3,,,,,,,True,
BRMS1L,84312,18.210188,BRMS1 like transcriptional repressor,BRMS1L,ENSG00000100916,84312,,
AL162311.1,,,,,,,True,
AL133304.1,,,,,,,True,
AL133304.2,,,,,,,True,
LINC00609,101101773,27.065735,long intergenic non-protein coding RNA 609,LINC00609,ENSG00000257585,101101773,,
PTCSC3,100886964,26.268175,papillary thyroid carcinoma susceptibility candidate 3,PTCSC3,ENSG00000259104,100886964,,
AL162511.1,,,,,,,True,
MBIP,51562,17.585968,MAP3K12 binding inhibitory protein 1,MBIP,ENSG00000151332,51562,,
SFTA3,253970,22.936787,surfactant associated 3,SFTA3,ENSG00000257520,253970,,
SFTA3,ENSG00000229415,22.936787,surfactant associated 3,SFTA3,ENSG00000229415,,,
NKX2-1,7080,18.241945,NK2 homeobox 1,NKX2-1,ENSG00000136352,7080,,
NKX2-1-AS1,100506237,27.059961,NKX2-1 antisense RNA 1,NKX2-1-AS1,ENSG00000253563,100506237,,
NKX2-8,26257,18.28767,NK2 homeobox 8,NKX2-8,ENSG00000136327,26257,,
AL079303.1,,,,,,,True,
PAX9,5083,17.552204,paired box 9,PAX9,ENSG00000198807,5083,,
SLC25A21,89874,17.516453,solute carrier family 25 member 21,SLC25A21,ENSG00000183032,89874,,
AL162464.2,,,,,,,True,
AL162464.1,,,,,,,True,
SLC25A21-AS1,100129794,27.062708,SLC25A21 antisense RNA 1,SLC25A21-AS1,ENSG00000258708,100129794,,
MIPOL1,145282,17.613625,mirror-image polydactyly 1,MIPOL1,ENSG00000151338,145282,,
AL121790.2,,,,,,,True,
AL121790.1,,,,,,,True,
FOXA1,3169,17.66735,forkhead box A1,FOXA1,ENSG00000129514,3169,,
TTC6,319089,18.337269,tetratricopeptide repeat domain 6,TTC6,ENSG00000139865,319089,,
LINC00517,400208,27.062708,long intergenic non-protein coding RNA 517,LINC00517,ENSG00000259091,400208,,
AL359233.1,,,,,,,True,
AL392023.2,,,,,,,True,
AL392023.1,,,,,,,True,
SSTR1,6751,18.248245,somatostatin receptor 1,SSTR1,ENSG00000139874,6751,,
CLEC14A,161198,17.80046,C-type lectin domain containing 14A,CLEC14A,ENSG00000176435,161198,,
AL161751.1,,,,,,,True,
LINC00639,283547,27.06384,long intergenic non-protein coding RNA 639,LINC00639,ENSG00000259070,283547,,
SEC23A,10484,17.658455,"SEC23 homolog A, COPII coat complex component",SEC23A,ENSG00000100934,10484,,
SEC23A-AS1,105370458,27.063547,SEC23A antisense RNA 1,SEC23A-AS1,ENSG00000258651,105370458,,
GEMIN2,8487,17.537483,gem nuclear organelle associated protein 2,GEMIN2,ENSG00000092208,8487,,
TRAPPC6B,122553,17.682579,trafficking protein particle complex subunit 6B,TRAPPC6B,ENSG00000182400,122553,,
AL132639.3,,,,,,,True,
PNN,5411,17.621042,"pinin, desmosome associated protein",PNN,ENSG00000100941,5411,,
MIA2,387885,21.910831,cilia and flagella associated protein 73,CFAP73,ENSG00000186710,387885,,
MIA2,4253,17.79647,MIA SH3 domain ER export factor 2,MIA2,ENSG00000150527,4253,,
AL132639.2,,,,,,,True,
FBXO33,254170,17.964186,F-box protein 33,FBXO33,ENSG00000165355,254170,,
AL049875.1,,,,,,,True,
AL352977.1,,,,,,,True,
AL352977.2,,,,,,,True,
LINC02315,ENSG00000251363,26.270922,long intergenic non-protein coding RNA 2315,LINC02315,ENSG00000251363,,,
LINC02315,644919,26.270922,long intergenic non-protein coding RNA 2315,LINC02315,,644919,,
AL121821.1,,,,,,,True,
LRFN5,145581,18.185669,leucine rich repeat and fibronectin type III domain containing 5,LRFN5,ENSG00000165379,145581,,
AL445074.1,,,,,,,True,
AL450442.1,,,,,,,True,
LINC02307,105370471,27.063105,long intergenic non-protein coding RNA 2307,LINC02307,ENSG00000258969,105370471,,
AL161752.1,,,,,,,True,
LINC02277,ENSG00000258487,26.270922,long intergenic non-protein coding RNA 2277,LINC02277,ENSG00000258487,,,
LINC02277,107984027,26.270922,long intergenic non-protein coding RNA 2277,LINC02277,,107984027,,
FSCB,84075,19.293541,fibrous sheath CABYR binding protein,FSCB,ENSG00000189139,84075,,
AL356022.1,,,,,,,True,
LINC02302,ENSG00000258998,26.271315,long intergenic non-protein coding RNA 2302,LINC02302,ENSG00000258998,,,
LINC02302,101927351,26.271315,long intergenic non-protein coding RNA 2302,LINC02302,,101927351,,
AL049870.2,,,,,,,True,
C14orf28,122525,21.114311,chromosome 14 open reading frame 28,C14orf28,ENSG00000179476,122525,,
AL049870.3,,,,,,,True,
KLHL28,54813,18.035807,kelch like family member 28,KLHL28,ENSG00000179454,54813,,
TOGARAM1,23116,18.011961,TOG array regulator of axonemal microtubules 1,TOGARAM1,ENSG00000198718,23116,,
AL121809.2,,,,,,,True,
AL121809.1,,,,,,,True,
PRPF39,55015,17.604038,pre-mRNA processing factor 39,PRPF39,ENSG00000185246,55015,,
FKBP3,2287,17.62543,FKBP prolyl isomerase 3,FKBP3,ENSG00000100442,2287,,
FANCM,57697,17.604353,FA complementation group M,FANCM,ENSG00000187790,57697,,
MIS18BP1,55320,17.605526,MIS18 binding protein 1,MIS18BP1,ENSG00000129534,55320,,
AL162632.3,,,,,,,True,
AL162632.1,,,,,,,True,
AL139354.1,,,,,,,True,
LINC02303,105370479,27.06384,long intergenic non-protein coding RNA 2303,LINC02303,ENSG00000258616,105370479,,
LINC00871,100506412,27.06384,long intergenic non-protein coding RNA 871,LINC00871,ENSG00000258700,100506412,,
RPL10L,140801,19.370928,ribosomal protein L10 like,RPL10L,ENSG00000165496,140801,,
MDGA2,161357,18.182314,MAM domain containing glycosylphosphatidylinositol anchor 2,MDGA2,ENSG00000139915,161357,,
LINC00648,100506433,27.059961,long intergenic non-protein coding RNA 648,LINC00648,ENSG00000259129,100506433,,
AL358335.2,,,,,,,True,
AL110505.1,,,,,,,True,
RPS29,6235,17.601728,ribosomal protein S29,RPS29,ENSG00000213741,6235,,
LRR1,122769,17.541363,leucine rich repeat protein 1,LRR1,ENSG00000165501,122769,,
RPL36AL,6166,19.142555,ribosomal protein L36a like,RPL36AL,ENSG00000165502,6166,,
MGAT2,80168,20.614948,monoacylglycerol O-acyltransferase 2,MOGAT2,ENSG00000166391,80168,,
MGAT2,4247,17.572054,"alpha-1,6-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase",MGAT2,ENSG00000168282,4247,,
AL139099.1,,,,,,,True,
DNAAF2,55172,17.687874,dynein axonemal assembly factor 2,DNAAF2,ENSG00000165506,55172,,
POLE2,5427,17.53138,"DNA polymerase epsilon 2, accessory subunit",POLE2,ENSG00000100479,5427,,
KLHDC1,122773,18.08187,kelch domain containing 1,KLHDC1,ENSG00000197776,122773,,
AL591767.1,,,,,,,True,
KLHDC2,23588,17.646955,kelch domain containing 2,KLHDC2,ENSG00000165516,23588,,
NEMF,9147,17.946493,nuclear export mediator factor,NEMF,ENSG00000165525,9147,,
AL627171.2,,,,,,,True,
AL627171.1,,,,,,,True,
ARF6,382,17.798351,ADP ribosylation factor 6,ARF6,ENSG00000165527,382,,
LINC01588,283551,26.271364,long intergenic non-protein coding RNA 1588,LINC01588,ENSG00000214900,283551,,
VCPKMT,79609,17.488575,valosin containing protein lysine methyltransferase,VCPKMT,ENSG00000100483,79609,,
SOS2,6655,17.59257,SOS Ras/Rho guanine nucleotide exchange factor 2,SOS2,ENSG00000100485,6655,,
L2HGDH,79944,17.549932,L-2-hydroxyglutarate dehydrogenase,L2HGDH,ENSG00000087299,79944,,
ATP5S,27109,16.741241,distal membrane arm assembly component 2 like,DMAC2L,ENSG00000125375,27109,,
AL359397.2,,,,,,,True,
CDKL1,8814,17.597855,cyclin dependent kinase like 1,CDKL1,ENSG00000100490,8814,,
AL359397.1,,,,,,,True,
MAP4K5,11183,17.531822,mitogen-activated protein kinase kinase kinase kinase 5,MAP4K5,ENSG00000012983,11183,,
AL118556.1,,,,,,,True,
ATL1,64919,20.99823,BCL11 transcription factor B,BCL11B,ENSG00000127152,64919,,
ATL1,51062,17.520782,atlastin GTPase 1,ATL1,ENSG00000198513,51062,,
SAV1,60485,17.54984,salvador family WW domain containing protein 1,SAV1,ENSG00000151748,60485,,
NIN,51199,17.575674,ninein,NIN,ENSG00000100503,51199,,
AL133485.1,,,,,,,True,
AL358334.1,,,,,,,True,
PYGL,5836,17.627623,glycogen phosphorylase L,PYGL,ENSG00000100504,5836,,
ABHD12B,145447,18.234583,abhydrolase domain containing 12B,ABHD12B,ENSG00000131969,145447,,
AL358334.3,,,,,,,True,
AL358334.2,,,,,,,True,
TRIM9,114088,17.556551,tripartite motif containing 9,TRIM9,ENSG00000100505,114088,,
AL591770.1,,,,,,,True,
TMX1,81542,17.660538,thioredoxin related transmembrane protein 1,TMX1,ENSG00000139921,81542,,
LINC00519,161342,27.06384,long intergenic non-protein coding RNA 519,LINC00519,ENSG00000258955,161342,,
LINC00640,ENSG00000258479,26.268175,long intergenic non-protein coding RNA 640,LINC00640,ENSG00000258479,,,
LINC00640,283553,26.268175,long intergenic non-protein coding RNA 640,LINC00640,,283553,,
AL358332.1,,,,,,,True,
LINC02310,105370496,27.062708,long intergenic non-protein coding RNA 2310,LINC02310,,105370496,,
FRMD6-AS2,100874185,27.063417,FRMD6 antisense RNA 2,FRMD6-AS2,ENSG00000258537,100874185,,
FRMD6,122786,17.655996,FERM domain containing 6,FRMD6,ENSG00000139926,122786,,
AL122125.1,,,,,,,True,
FRMD6-AS1,145438,27.062708,FRMD6 antisense RNA 1,FRMD6-AS1,,145438,,
AL079307.2,,,,,,,True,
GNG2,54331,17.871216,G protein subunit gamma 2,GNG2,ENSG00000186469,54331,,
AL358333.2,,,,,,,True,
AL358333.3,,,,,,,True,
AL358333.1,,,,,,,True,
RTRAF,51637,17.519037,"RNA transcription, translation and transport factor",RTRAF,ENSG00000087302,51637,,
NID2,22795,18.258745,nidogen 2,NID2,ENSG00000087303,22795,,
LINC02319,ENSG00000258694,26.27205,long intergenic non-protein coding RNA 2319,LINC02319,ENSG00000258694,,,
LINC02319,105370498,26.27205,long intergenic non-protein coding RNA 2319,LINC02319,,105370498,,
PTGDR,5729,18.553473,prostaglandin D2 receptor,PTGDR,ENSG00000168229,5729,,
PTGER2,5732,18.352156,prostaglandin E receptor 2,PTGER2,ENSG00000125384,5732,,
TXNDC16,57544,17.58342,thioredoxin domain containing 16,TXNDC16,ENSG00000087301,57544,,
GPR137C,283554,17.590967,G protein-coupled receptor 137C,GPR137C,ENSG00000180998,283554,,
ERO1A,30001,17.639156,endoplasmic reticulum oxidoreductase 1 alpha,ERO1A,ENSG00000197930,30001,,
AL133453.1,,,,,,,True,
PSMC6,5706,17.53305,"proteasome 26S subunit, ATPase 6",PSMC6,ENSG00000100519,5706,,
STYX,6815,17.614828,serine/threonine/tyrosine interacting protein,STYX,ENSG00000198252,6815,,
GNPNAT1,64841,17.589834,glucosamine-phosphate N-acetyltransferase 1,GNPNAT1,ENSG00000100522,64841,,
AL139317.3,,,,,,,True,
AL139317.1,,,,,,,True,
FERMT2,10979,17.512356,FERM domain containing kindlin 2,FERMT2,ENSG00000073712,10979,,
DDHD1,80821,18.19684,DDHD domain containing 1,DDHD1,ENSG00000100523,80821,,
AL352979.2,,,,,,,True,
AL356020.1,,,,,,,True,
AL163953.1,,,,,,,True,
LINC02331,105370503,27.063105,long intergenic non-protein coding RNA 2331,LINC02331,ENSG00000235269,105370503,,
BMP4,652,17.595556,bone morphogenetic protein 4,BMP4,ENSG00000125378,652,,
CDKN3,1033,17.647835,cyclin dependent kinase inhibitor 3,CDKN3,ENSG00000100526,1033,,
CNIH1,10175,17.57019,cornichon family member 1,CNIH1,ENSG00000100528,10175,,
AL359792.1,,,,,,,True,
GMFB,2764,17.608715,glia maturation factor beta,GMFB,ENSG00000197045,2764,,
CGRRF1,10668,17.604038,cell growth regulator with ring finger domain 1,CGRRF1,ENSG00000100532,10668,,
SAMD4A,23034,17.579552,sterile alpha motif domain containing 4A,SAMD4A,ENSG00000020577,23034,,
GCH1,2643,17.497604,GTP cyclohydrolase 1,GCH1,ENSG00000131979,2643,,
WDHD1,11169,17.607847,WD repeat and HMG-box DNA binding protein 1,WDHD1,ENSG00000198554,11169,,
SOCS4,9306,21.506256,suppressor of cytokine signaling 6,SOCS6,ENSG00000170677,9306,,
SOCS4,122809,17.668486,suppressor of cytokine signaling 4,SOCS4,ENSG00000180008,122809,,
MAPK1IP1L,93487,18.220871,mitogen-activated protein kinase 1 interacting protein 1 like,MAPK1IP1L,ENSG00000168175,93487,,
LGALS3,3958,18.19613,galectin 3,LGALS3,ENSG00000131981,3958,,
DLGAP5,9787,17.58829,DLG associated protein 5,DLGAP5,ENSG00000126787,9787,,
AL139316.1,,,,,,,True,
AL158801.2,,,,,,,True,
FBXO34,55030,17.585655,F-box protein 34,FBXO34,ENSG00000178974,55030,,
AL158801.3,,,,,,,True,
ATG14,22863,16.613358,autophagy related 14,ATG14,ENSG00000126775,22863,,
TBPL2,387332,17.617163,TATA-box binding protein like 2,TBPL2,ENSG00000182521,387332,,
KTN1-AS1,100129075,27.063105,KTN1 antisense RNA 1,KTN1-AS1,ENSG00000186615,100129075,,
KTN1,3895,17.56336,kinectin 1,KTN1,ENSG00000126777,3895,,
AL355773.1,,,,,,,True,
LINC00520,645687,27.063152,long intergenic non-protein coding RNA 520,LINC00520,ENSG00000258791,645687,,
AL138995.1,,,,,,,True,
PELI2,57161,17.689774,pellino E3 ubiquitin protein ligase family member 2,PELI2,ENSG00000139946,57161,,
AL355073.1,,,,,,,True,
AL355073.2,,,,,,,True,
LINC02284,ENSG00000259719,26.27205,long intergenic non-protein coding RNA 2284,LINC02284,ENSG00000259719,,,
LINC02284,102723699,26.27205,long intergenic non-protein coding RNA 2284,LINC02284,,102723699,,
TMEM260,54916,17.57795,transmembrane protein 260,TMEM260,ENSG00000070269,54916,,
AL355103.1,,,,,,,True,
AL161757.2,,,,,,,True,
AL161757.5,,,,,,,True,
AL161757.3,,,,,,,True,
OTX2,5015,18.143559,orthodenticle homeobox 2,OTX2,ENSG00000165588,5015,,
OTX2-AS1,100309464,27.065735,OTX2 antisense RNA 1 (head to head),OTX2-AS1,ENSG00000248550,100309464,,
AL161757.4,,,,,,,True,
AL391152.1,,,,,,,True,
EXOC5,10640,17.538012,exocyst complex component 5,EXOC5,ENSG00000070367,10640,,
AP5M1,55745,17.550264,adaptor related protein complex 5 subunit mu 1,AP5M1,ENSG00000053770,55745,,
AL355834.1,,,,,,,True,
NAA30,122830,17.490852,"N-alpha-acetyltransferase 30, NatC catalytic subunit",NAA30,ENSG00000139977,122830,,
CCDC198,55195,18.206997,coiled-coil domain containing 198,CCDC198,ENSG00000100557,55195,,
SLC35F4,341880,17.578863,solute carrier family 35 member F4,SLC35F4,ENSG00000151812,341880,,
AL161804.1,,,,,,,True,
ARMH4,145407,18.008512,armadillo like helical domain containing 4,ARMH4,ENSG00000139971,145407,,
ACTR10,55860,17.57659,actin related protein 10,ACTR10,ENSG00000131966,55860,,
PSMA3,5684,17.554045,proteasome 20S subunit alpha 3,PSMA3,ENSG00000100567,5684,,
PSMA3-AS1,379025,27.06384,PSMA3 antisense RNA 1,PSMA3-AS1,ENSG00000257621,379025,,
AL132989.2,,,,,,,True,
ARID4A,5926,17.592524,AT-rich interaction domain 4A,ARID4A,ENSG00000032219,5926,,
AL139021.2,,,,,,,True,
TOMM20L,387990,18.842499,translocase of outer mitochondrial membrane 20 like,TOMM20L,ENSG00000196860,387990,,
AL139021.1,,,,,,,True,
TIMM9,26520,17.61871,translocase of inner mitochondrial membrane 9,TIMM9,ENSG00000100575,26520,,
KIAA0586,9786,17.606352,KIAA0586,KIAA0586,ENSG00000100578,9786,,
DACT1,51339,17.650978,dishevelled binding antagonist of beta catenin 1,DACT1,ENSG00000165617,51339,,
LINC01500,102723742,27.065735,long intergenic non-protein coding RNA 1500,LINC01500,ENSG00000258583,102723742,,
DAAM1,23002,18.15671,dishevelled associated activator of morphogenesis 1,DAAM1,ENSG00000100592,23002,,
GPR135,64582,18.023592,G protein-coupled receptor 135,GPR135,ENSG00000181619,64582,,
L3HYPDH,112849,18.029268,trans-L-3-hydroxyproline dehydratase,L3HYPDH,ENSG00000126790,112849,,
JKAMP,51528,17.57501,JNK1/MAPK8 associated membrane protein,JKAMP,ENSG00000050130,51528,,
CCDC175,729665,18.419073,coiled-coil domain containing 175,CCDC175,ENSG00000151838,729665,,
RTN1,6252,18.200657,reticulon 1,RTN1,ENSG00000139970,6252,,
AL133299.1,,,,,,,True,
LRRC9,341883,17.859737,leucine rich repeat containing 9,LRRC9,ENSG00000131951,341883,,
AL157911.1,,,,,,,True,
PCNX4,64430,17.625032,pecanex 4,PCNX4,ENSG00000126773,64430,,
DHRS7,51635,17.629725,dehydrogenase/reductase 7,DHRS7,ENSG00000100612,51635,,
AL157756.1,,,,,,,True,
PPM1A,5494,18.146967,"protein phosphatase, Mg2+/Mn2+ dependent 1A",PPM1A,ENSG00000100614,5494,,
LINC02322,101927729,27.06384,long intergenic non-protein coding RNA 2322,LINC02322,ENSG00000258556,101927729,,
C14orf39,317761,22.50181,chromosome 14 open reading frame 39,C14orf39,ENSG00000179008,317761,,
SIX6,4990,18.254824,SIX homeobox 6,SIX6,ENSG00000184302,4990,,
AL049874.3,,,,,,,True,
SALRNA1,ENSG00000258952,26.271315,senescence associated long non-coding RNA 1,SALRNA1,ENSG00000258952,,,
SALRNA1,104548971,26.271315,senescence associated long non-coding RNA 1,SALRNA1,,104548971,,
SIX1,6495,18.280363,SIX homeobox 1,SIX1,ENSG00000126778,6495,,
SIX4,51804,18.365189,SIX homeobox 4,SIX4,ENSG00000100625,51804,,
MNAT1,4331,17.532204,MNAT1 component of CDK activating kinase,MNAT1,ENSG00000020426,4331,,
TRMT5,57570,17.547705,tRNA methyltransferase 5,TRMT5,ENSG00000126814,57570,,
SLC38A6,145389,17.568865,solute carrier family 38 member 6,SLC38A6,ENSG00000139974,145389,,
PRKCH,5583,18.255665,protein kinase C eta,PRKCH,ENSG00000027075,5583,,
TMEM30B,161291,17.98796,transmembrane protein 30B,TMEM30B,ENSG00000182107,161291,,
AL359220.1,,,,,,,True,
AL355916.3,,,,,,,True,
AL355916.2,,,,,,,True,
LINC01303,101927780,27.062708,long intergenic non-protein coding RNA 1303,LINC01303,ENSG00000250548,101927780,,
AL355916.1,,,,,,,True,
HIF1A-AS1,ENSG00000258777,26.270922,HIF1A antisense RNA 1,HIF1A-AS1,ENSG00000258777,,,
